work_id,title,author,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits,all_kudos,all_bookmarks,body
55184659,google en passant,['lattecuc'],General Audiences,Gen,Ghosts (TV 2019),Julian Fawcett & Robin,"Julian Fawcett, Robin (Ghosts TV 2019)","Chess, Attempt at Humor, Crack, Memes, Drabble, Mild Language",English,2024-04-13,Completed,2024-04-13,181,1/1,4,11,null,74,"['Jester_not_clown', 'The_Silmaril_Chick', 'ThePolishDuck', 'I_am_Ineffable', 'HungryForLore', 'MM_CB', 'Sheepyblue', 'Otaku_girl']",[],
55169128,Red,['TheGracefulHuntress'],General Audiences,"F/M, Gen","Alice In Wonderland - Lewis Carroll, Alice's Adventures in Wonderland & Related Fandoms, Alice in Wonderland (Movies - Burton), Heartless - Marissa Meyer","not gonna have any relationship tags because that would spoil everything, but romance for the queen of hearts (before she became queen ofc)","Mad Hatter (Alice in Wonderland), White Rabbit (Alice in Wonderland), Queen of Hearts (Alice in Wonderland), White Queen (Alice in Wonderland), Red Queen (Alice in Wonderland), King of Hearts (Alice in Wonderland), White King (Alice in Wonderland), Red King (Alice in Wonderland), Original Character, Leona, Eliza","inspiration from marissa meyer's heartless, though the plot is vastly different, Romance, Fantasy, Retelling, Fairy Tale Retellings, a prequel of alice's adventures in wonderland, Love, Friendship, War, Chess, Cards, Queen of Hearts - Freeform, character history, character's untold past, Insanity, idk what tags anymore, hahahahahha, Mad Hatter - Freeform, Murder, Jealousy, Marriage Proposal, Fake Love, Family",English,2024-04-13,Updated,2024-04-13,637,1/?,null,null,null,13,[],[],
55113424,The Doctor and The Smart Teacher,['mangagamer'],General Audiences,M/M,Yao Guai Xue Xiao noXian Sheng hazimemashita | Youkai Gakkou no Sensei Hajimemashita | A Terrified Teacher at Ghoul School! (Manga),Takahashi Akira/Abe Haruaki,"Takahashi Akira, Abe Haruaki","Board Games, Flirting, Pining, Mutual Pining, Chess, shogi, go, Games, Almost Confessions, Alcohol, Drunken Flirting, Drunkenness",English,2024-04-11,Completed,2024-04-11,896,1/1,8,19,1,81,"['iamshippertrash', 'Theemperroroficecream', 'Ari_tan', 'XxCindyxX', 'StillNapping', 'Vihera', 'Idunnowhatimdoinghere3', '4S4Y0RU', 'mermeladangelical', 'Yannies', 'SkyPhased', 'Paperclip_Hero', 'Omneshroom', 'abeharuakifan', 'HimHim']",[],
55119550,"Double, Double",['C4t1l1n4'],General Audiences,Gen,Star Trek: The Original Series,"James T. Kirk & Leonard ""Bones"" McCoy, Leonard ""Bones"" McCoy & Spock, James T. Kirk & Leonard ""Bones"" McCoy & Spock","Leonard ""Bones"" McCoy, James T. Kirk, Spock (Star Trek)","Leonard ""Bones"" McCoy-centric, Neurodiversity, Autistic Leonard ""Bones"" McCoy, or maybe ADHD, there's just no tag for that, Body doubling, Third Wheels, Chess, Kirk and Spock Play Chess, McCoy does paperwork, That's it, that's the fic, Fluff, James T. Kirk is a Good Friend, Spock is a Good Friend (Star Trek), Leonard ""Bones"" McCoy is a Mess, Oblivious Leonard ""Bones"" McCoy, but that's just the neurodivergence, No Romance",English,2024-04-11,Completed,2024-04-11,"1,614",1/1,10,44,1,192,"['Wowsysssss', 'Tragicomic_Warrior_Poet', 'artreadingmusicpinterestrsavingmern_ilyx', 'Jam_the_Hologram', 'Tigerroar52', 'BuckRogers25', 'Naddie04', 'biblicallyaccuratebeetle', 'Bumblebee426', 'dkpalaska', 'Secret_Black_Vow', 'tuhs_guvanik', 'UrsaMinor1314', 'snek_of_eden', 'FarT00ManyFandoms', 'ShayThey', 'T_Zaled', 'JumbleBumble', 'Unofficial_ReesesPeanutButterCups', 'Dairi', 'thisis_valid', 'stanzas', 'Lhassa', 'Ranuel', 'spookyromanov', 'sawbones4117', 'kalima', 'EtherealSpaceJelly', 'Stormottergirl98', 'KudSh4869', 'bearinapotatosack', 'jetplane', 'QuietSilverFinch']",[],
55119181,hey dad,['somebody2love'],General Audiences,,Falsettos - Lapine/Finn,"Jason & Marvin (Falsettos), Jason & Whizzer Brown",Jason (Falsettos),"Angst, Grief/Mourning, Post-Canon, Coping, Chess Metaphors, HIV/AIDS, Implied/Referenced Character Death, Past Character Death, Canonical Character Death, Post-Whizzer Brown's Death",English,2024-04-11,Completed,2024-04-11,"1,014",1/1,9,43,8,160,"['Larrythingz', 'caolo', 'riotdale', 'bdayofmusic', 'Kono_yo', 'talkingishard22', 'Vsuky', 'jeviljho', 'ThatOneCreakyStair', 'PersonViiThing', 'Lesbian_Mushr00m_Girl', '28Appleteeth', 'Boredsoupillerate', 'doublestandardlove', 'supersaltz', 'WolfWithPaws', 'eulersindentity', 'thatirrelevantintrovert01', 'Petroflyed', 'ScarletScarab', '1PB2PB3PB4', 'bubbleleaf', 'Twoheartsinonehome05', 'ForTheLoveOfGuacamole', 'lettuce172', 'pxokiez', 'peterfankoffski']",[],
55115782,"the whole ""boyfriends"" thing",['fightforyourwrite'],General Audiences,M/M,Shingeki no Kyojin | Attack on Titan,Reiner Braun/Jean Kirstein,"Jean Kirstein, Jean Kirstein's Mother, Reiner Braun","Cigarettes, Alternate Universe - High School, High School, Modern Era, Alternate Universe - Modern Setting, Mother-Son Relationship, Jock Reiner Braun, Bisexual Jean Kirstein, Artist Jean Kirstein, Chess, Boyfriends, Cooking, Art, Bedrooms, Mentioned Gabi Braun",English,2024-04-10,Completed,2024-04-10,"1,657",1/1,null,19,1,124,"['Jennifer_Hamazaki', 'Vyira', 'Teamojakeeresmividajuntoconzack', 'freckleKaren', 'Pot4t0_Chip', 'Alemela', 'Turak', 'billyranger', 'LadyCherryPie', 'isabelvillena', 'Lexio12', 'therealfinalgirl']",[],
55037269,Life's A Game,['Ki_Ken_Tai_Ichi'],General Audiences,M/M,Hazbin Hotel (Cartoon),"Alastor/Vox (Hazbin Hotel), Valentino/Vox (Hazbin Hotel)","Vox (Hazbin Hotel), Alastor (Hazbin Hotel), Valentino (Hazbin Hotel)","One-Sided Relationship, One-Sided Alastor/Vox (Hazbin Hotel), radiostatic, radioSILENCE, staticmoth, Chess, Then and Now, Pining Vox, Yearning even though he has a BF, But he still loves his current BF, feelings are complicated, Vox is Bad at Feelings (Hazbin Hotel), Stay pathetic TV man",English,2024-04-08,Completed,2024-04-08,"3,207",1/1,2,73,15,451,"['Crimmmmmson', 'Trist', 'DeviantBlatter', 'YURSPRE', 'quietghost', 'NightFuryBoof', 'moonlight_madness', 'PiLikeInMath', 'Jujubee98', 'Rose_of_Ink', 'lab_labrava', 'dostoevskys_ushanka', 'Bloomisha', 'pirripipi', 'Reader_NPC', 'unc4nnycrypt1d', 'HinaWrites', 'Pinklovely', 'jijuta', 'Nomnom_p4stry', 'Lloydsflowers', 'Nan_8', 'iThinkIm_slowly_going_insane', 'thixotropy', 'TiedPaintBlock', 'borzoieyes', 'cornflowerdye', '1choiceoutofamillion', 'Terry_bug', 'katkits', 'Voxgloves', 'Bigfurhug', '123_no', 'ruvren', 'skedaddle_skidoodle', 'fridgeSquirrel', 'Ilykjn', 'KyrieZerphyr', 'Jackitty', 'Rae_Does_Stuff', 'FishShield', 'horrorstar100', 'JC93', 'Sally_Smut', 'Happy_unbirthday', 'Kaprozyx', 'writtenwordsaloud', 'wonderinghuman', 'jazmusic', 'peace_is_okay']",[],
54834202,Blood on a Marble Wall,['oKathleen'],General Audiences,Gen,"Percy Jackson and the Olympians & Related Fandoms - All Media Types, The Trials of Apollo - Rick Riordan","Ares & Athena (Percy Jackson), Artemis & Athena (Percy Jackson)","Athena (Percy Jackson), Ares (Percy Jackson), Zeus (Percy Jackson), Artemis (Percy Jackson), Apollo (Percy Jackson), The Olympians (Percy Jackson), Nero (Percy Jackson)","ToApril 2024 (Percy Jackson), Fathers Who'd Kill, Filicide, Family, Angst, Drama, Pre-Revolution, Rebellion, Olympian Politics (Percy Jackson), Dysfunctional Family, Family Dynamics, POV Athena (Percy Jackson), Bad Parent Zeus, Ares is smart, Athena is a good sister, Scheming, Plotting Murder, Manipulation, Zeus Being an Asshole (Percy Jackson), Chess Metaphors, Character Study, Revolution, Book 4: The Tyrant's Tomb (Trials of Apollo), Title from a Billie Eilish Song, Song: You Should See Me in a Crown (Billie Eilish), Discord: Trials of Apollo",English,2024-04-07,Updated,2024-04-07,"3,177",1/?,16,92,14,618,"['LittleSillyPotato', 'Chunkula', 'Alessia_June', 'Barideces', 'LR00', 'Malamarta3112', 'arggghhh', 'deanxxderekxxobitoxxfan', 'CalamityOfColors', 'SunMoonDreamer', 'Kinaya', 'Itta', 'HungryDarkness', 'Janedroppeditthere', 'Phoenix2137', 'grazzia', 'hivebl00d', 'CommanderFoxRights', 'Dizzy_Tine', 'YooliaBoolia', 'Crayon666', 'Stew_is_Sus', 'Lily45542', 'T_Wolf', 'porcupinechair', 'ItsKarmagirl565', 'Nobody2_0', 'ILuvCupcakes', 'Ally_Linny', 'thesunofsummer', 'Ganeshkfp', 'Athena_S312', 'totaltrashmammal', 'Moondust8', 'Zemptur', 'NamiNotKnowing', '1_random_reader_1', 'Nebulosa1', 'pigeonegone', 'andsotheravenlives', 'ComoChingan7', 'sparkybooklover', 'SchattenRose32', 'angeleyes_8', 'Thereigodowntohell', 'Jincania', 'ScrollingOnBy', 'tomorrow13462', 'localcryptidlivinlife', 'biancabxtch']",[],
54986494,the bits that tie us together,['letterstosim'],General Audiences,M/M,ENHYPEN (Band),Park Sunghoon & Sim Jaeyun | Jake,"Park Sunghoon (ENHYPEN), Sim Jaeyun | Jake","Slow Burn, Slow Build, Strangers, Meet-Cute, Secret Admirer, Fluff, Soft Park Sunghoon (ENHYPEN), Cute Sim Jaeyun | Jake, Chess, College, Ice Skating",Bahasa Indonesia,2024-04-05,Updated,2024-04-05,"1,947",1/6,null,null,null,10,[],[],
54977356,deflection,['addcest'],General Audiences,,Elsword (Video Game),,"Edward ""Add"" Grenore, Overmind (Elsword), Dominator (Elsword), Mad Paradox (Elsword), Doom Bringer (Elsword)","these two mentioned only in name, with DBr making a slight appearence towards the end, Chess, Chess Metaphors, OM does not shut up, DoM is tired of his yapping, Character Study",English,2024-04-05,Completed,2024-04-05,"3,626",1/1,5,8,null,33,"['pkastralis', 'HercilleElra', 'TWMilk']",[],
54900163,The Chess Game,['Carter256'],General Audiences,M/M,"Doctor Who, Doctor Who (1963)",The Doctor/The Master (Doctor Who),"Third Doctor (Doctor Who), Alistair Gordon Lethbridge-Stewart, John Benton, Mike Yates, Jo Grant, The Master (Delgado)","Chess, Evil Plans, Minor Character Death",English,2024-04-02,Completed,2024-04-02,"1,127",1/1,null,12,1,70,"['vanimia', 'SplashTheBird', 'Alexwritesfics', 'Ducktalesfan', 'Korajedusor', 'Jojo2772', 'majorkatesuragi', 'RainbowpinJacket']",[],
54873841,"White Knight, Black Knight, Pawn",['Calamity_JC'],General Audiences,Gen,Detroit: Become Human (Video Game),,"Connor (Detroit: Become Human), Upgraded Connor | RK900, CyberLife Tower Connor | RK800-60, Clara Hayes (OC Deviants Fallen)","Drabble, Suspense, Character Study, Character Death, Angst, Canon-Typical Violence, Poetry, Trust, Spoilers, Peculiar Vibes that Remain Unidentified, Reader-Insert if you squint, Snapshots, Chess Metaphors",English,2024-04-01,Completed,2024-04-01,100,1/1,5,3,null,16,"['Biancabi_rain', 'start0uch_hope', 'dderddera']",[],
54781012,Five Pebble's tactics against other Iterators(And their slugcats) in Chess,['Chorus_of_Dawn'],General Audiences,,Rain World (Video Game),"Five Pebbles & Looks to the Moon (Rain World), Five Pebbles & Seven Red Suns (Rain World), Five Pebbles & No Significant Harassment (Rain World), Looks to the Moon & The Rivulet (Rain World)","Five Pebbles (Rain World), Looks to the Moon (Rain World), Chasing Wind | Grey Wind (Rain World), Unparalleled Innocence (Rain World), No Significant Harassment (Rain World)","Chess, The Rivulet is Called Ruffles (Rain World), Mentioned Rivulet (Rain World), Mentioned Hunter (Rain World), Mentioned Spearmaster (Rain World), How Do I Tag",English,2024-03-28,Completed,2024-03-31,881,5/5,13,87,4,691,"['Username69420', 'puppywithstuff', 'Miss_A_M', 'APairOfJeans', 'handy_manny21', 'Frost_Queen666', 'Mintmammal', 'atabout11pm', 'Mars_just_vibing', 'ArdienotheSieno', 'Starry_Dreamer', 'cadocc1106', 'PottedPlantSmokingPot', 'Pipiipipiipippiipipi', 'snoells', 'Betta_Splendin', 'netwithfries', 'Jormungander18', 'cultspina', 'pigeon12', 'EclipseFinder', 'Goatcake', 'EldritchRat', 'PancakePanini', 'Sova_hasnolife', 'GenericGrayFish', 'StingerTheRaven', 'RCWAK', 'Mama_Chicken', 'Hollow_blade', 'ENGLivesAndZERO', 'Eccosong', 'Im_ashamed_of_myself', 'FunkyTrashCan', 'Cheese112314', 'AckidReflex', 'lembowe', 'silksong_is_a_myth', 'VerseForty', 'CalmlyClouds', 'Toastee', 'Snackedrifice21', 'Significant_Harrassment', 'Vultur3e', 'Boilededed']",[],
54837490,The Way To A Man's Heart Is Through His Teacup,['Ncc1701ohno'],General Audiences,M/M,"Star Trek, Star Trek: The Original Series","James T. Kirk/Leonard ""Bones"" McCoy/Spock","James T. Kirk, Leonard ""Bones"" McCoy, Spock (Star Trek)","Fluff, Tea, Chess, Getting Together, No beta we die like redshirts",English,2024-03-30,Completed,2024-03-30,901,1/1,24,41,4,150,"['Koohoonaa', 'QueerestSea', 'HimeNatsumi14', 'xxFreezy_Popxx', 'ScarletOblivion', 'Ginevra_Benci', 'kcarlson1152', 'Curly_Hair', 'ShakeRattlenRoll', 'Pisces12', 'kurgaya', 'Mel90', 'Starshine_4445', 'Dark_Thorn', 'Thenakedcat', 'hathawaysendabus', 'Noideasfornames', 'MrSpockIRL', 'HHeLiBeBCNOF', 'Arcival', 'stanzas', 'starrylol', 'LadyCrescent', 'tuhs_guvanik', 'Tigerroar52', 'JumbleBumble', 'SpinningWater', 'CrayonsurPapier', 'dsjinspring', 'Nopeouo', 'ejharvey', 'GoldLightning2001', 'GreenGoddessSmoothie', 'booksrule123', 'strangenewwords', 'Randomcalico', 'Affixjoy', 'The_MagpiePrince', 'Muir_Wolf']",[],
54813514,Great Filter Covers,['idigam'],General Audiences,Gen,"Echo (Visual Novel 2019), The Smoke Room (Visual Novel)",,"Chase Hunter, Sydney Bronson, Samuel Ayers","Drowning, Anchors, Chess, Chess Metaphors, Eldritch Abominations (Cthulhu Mythos), Eldritch, Psychological Horror",English,2024-03-29,Completed,2024-03-29,0,2/2,null,9,null,165,"['AquaticPopsicle', 'Carliro', 'Tennis_balls', 'Mr_Houser', 'RaccoonLoon', 'nguyenquocthao00']",[],
54786085,Two aware pawns,['sulfuricoussss'],General Audiences,M/M,Persona 5,"Akechi Goro/Persona 5 Protagonist, Akechi Goro/Kurusu Akira, Akechi Goro/Amamiya Ren","Akechi Goro, Persona 5 Protagonist","Persona 5: The Royal Spoilers, Maruki Takuto's Reality Ending, Light Angst, Chess, Goro is aware, Akira also, Bittersweet Ending, Short One Shot, Akechi isn't that angry because he is under the influence of Maruki's reality, Persona 5 Royal Official Design Works book",English,2024-03-28,Completed,2024-03-28,805,1/1,2,27,4,212,"['snoopinlupin', 'Lady_Leaf8', 'Aequoria', 'chidoriyoshino', 'yeli_yelito', 'Beckit', 'exponentelm', 'SnowBoo69', 'akqchi', 'not_a_bit_good', 'sigmashighheels', 'supersquirrel25', 'Licht_15', 'SleeplessDaze', 'zzZerbeR', 'nikosranie', 'fisc', 'Kaiden_is_a_simp', 'jjongjjongies', 'cool_dude', 'Sujj']",[],
54749398,Chess Mates,['walkingstackofbooks (YouAreMySamshine)'],General Audiences,Gen,Star Trek: The Original Series,James T. Kirk & Spock,"James T. Kirk, Spock (Star Trek)","Chess, Haven't tagged for slash, Right?, But they're always flirting",English,2024-03-26,Completed,2024-03-26,564,1/1,5,8,3,43,"['Rin_Semina', 'ImHisGardener', 'a_most_beloved_fool', 'GlitterOfStars', 'kaz_2y5_impala', 'Mami94', 'Blueshifting']",[],
54749323,still sitting in the corner i haunt,['littlegaypeople_11'],General Audiences,F/F,"Ghostbusters (2016), Ghostbusters - All Media Types, Ghostbusters (1984-1989; 2021)","Phoebe Spengler/Melody, Phoebe Spengler/Melody (Ghostbusters)","Phoebe Spengler, Melody, Trevor Spengler","Love Confessions, Confessions, Morse Code, Chess, Coming Out, Forbidden Love, ig not forbidden more impossible, Hurt No Comfort, not beta read we die like melody",English,2024-03-26,Completed,2024-03-26,"1,282",1/1,39,276,28,"1,492","['thistlespring', 'MAR4UD3RS', 'HealingMoon', 'aloafofbreadistasty', 'Beevs0812', 'ravencollector', 'raeinspace', 'Kind1a__b1ored', 'arcanes_madness', 'norightful', 'HeartGuest', 'breadest_stick_of_lord', 'NoxNeva', 'SybelleSand', 'jerb', 'Ivory_Axolotl', 'PunkishToxtricity', 'WiseDog', 'CaptainAtlantis', 'MoryPoryOry', 'Suzvio', 'End3r_Phant0m', 'headfirstch13k0', 'Moonlight_Flower125', 'plumeriasandviolets', 'nightlyaftertoons', 'Myrddyn_____d', 'BalloonDog27', 'Ms_Purple_Ela', 'ayla_fox', 'Claclou_potato', 'shipsupporter', 'Perpetually_Confused_Goose', 'mkulialover', 'that_gay_boigirl', 'AlexZorEl37', 'snarkisian', 'Lesbean4ur_mum', 'sketchy_yy', 'fishblub', 'slayingsapphic', 'Thegoosethatscaredspidey', 'orphan_account1013', 'lakew00d_6', 'G_IDLE_stan', 'TragicDane', 'Kissmeasyougo', 'PryorWrites', 'MrMoDoJoSr', 'Monse_EM']",[],
48097354,You Play Me False,['shiv_multifandom_mess'],General Audiences,"Gen, M/M","X-Men - All Media Types, X-Men (Movieverse), X-Men (Original Timeline Movies), X-Men (Alternate Timeline Movies)",Erik Lehnsherr/Charles Xavier,"Erik Lehnsherr, Charles Xavier","Literary References & Allusions, Classical References, References to Shakespeare, The Tempest (Shakespeare) References, The Once and Future King References, Character Study, Character Analysis, Chess, Chess Metaphors, Telepathy, Magnetokinesis, Tags May Change, Other Additional Tags to Be Added, Banter, Confessions, Coming Out, Reciprocity, Character Archetyping, Tags Are Hard, The One That Got Away (From Me), Slow Burn, Slow Build, Jealousy, Oblivious, But Maybe On Purpose, flirting as a joke, But It's Not A Joke, Thinly Veiled Innuendo, To Rile The Other Up, Teasing, obviously, First Kiss, Finally, Telepathic Bond, Mind Link, Mind Meld, Moral Dilemmas, Morality, Moral Ambiguity, Mutant Politics, Anti-Mutant Sentiments (Marvel), Mutantphobia Discussions, Mutant Pride, Psychic Bond, Telepathic Yearning, Period Typical Attitudes, Smoking, Cigarettes, Light Angst, or Depending on How Intense, Heavy Angst, Cigarette Lighters as a Metaphor for Need, Period Typical 1960s Drama, Cold War, 1960s, Gay and Mutant in the 1960s, Cigarette Sharing, a la, Homoerotic Cigarette Sharing (Goncharov (1973))",English,2023-06-24,Updated,2024-03-26,"42,928",18/?,37,52,12,"1,377","['your_dearest_disappointment', 'Girl_help', 'AFAC77', 'Starry_Knightime', 'estrelarsinha', 'go_away0013', 'MissAmericana_13', 'InterplanetaryRelations', 'Bookaholic27', 'McGonagallshat', 'SimonSays336', 'Spellshadow98', 'Carbonmolecules_withanxiety', 'Lucid_Robin', 'ScarWelltheOriginal', 'vypers03', 'KaiserSoze', 'solan2', 'stephxoanimals', 'windofchange_shippu', 'Echo_Aschenko', 'cathryn2902', 'Mataolma', 'Dr_Octopus', 'alchemagician', 'Steloudi', 'kireiflora']",[],
54637300,"True North, by shirasade (podfic)",['cookiemom6067'],General Audiences,M/M,"Star Trek, Star Trek: Strange New Worlds (TV), Star Trek: The Original Series",James T. Kirk/Spock,"Spock (Star Trek), James T. Kirk, Number One | Una Chin-Riley (Star Trek)","Episode Tag, Episode: s02e09 Subspace Rhapsody (Star Trek: Strange New Worlds), Chess, Pre-Slash, Past Relationships, Canon Compliant, Demisexual Spock (Star Trek), POV Spock (Star Trek), Podfic, Podfic Length: 10-20 Minutes",English,2024-03-21,Completed,2024-03-21,10,1/1,7,13,2,172,"['ozydian', 'aglmry', 'Yuuke', 'Ravin', 'Diamond_Dove', 'AceOfTigers', 'Fruity_And_Loopy', 'CeciliaRiver123', 'Sparklin_Unicorn', 'Beholdthearmadillo', 'shirasade', 'Bea16']",[],
54630646,Elephant and Minister,['masutra_vedik'],General Audiences,M/M,"Star Trek, Star Trek: The Original Series",James T. Kirk/Spock,"James T. Kirk, Spock (Star Trek)","k/s - Freeform, spirk, old married spirk, Fluff, Domestic Fluff, Generations is NOT real and cannot hurt me, also there is no Khan wrath, and no one goes seeking kolinahr, Xiang Qi , elephant chess, gameplay not exactly as metaphor but not entirely unsymbolic of relationship dynamic",English,2024-03-21,Completed,2024-03-21,"1,407",1/1,5,16,1,85,"['h9nna69', 'Handlemewithcare', 'sleep_is_irrelevant', 'HelianthusAster', 'dsjinspring', 'Elanorsam', 'Angelo500', 'Moreta1848', 'Android_And_Ale', 'Kidofthedark', 'Spacenerd21', 'stanzas', 'startrek_666']",[],
54592939,Generally Speaking,['masutra_vedik'],General Audiences,"M/M, Multi, Other","Star Trek, Star Trek: The Original Series",James T. Kirk/Spock,"James T. Kirk, Spock (Star Trek)","k/s - Freeform, spirk, Chess, trans!Kirk, intersex!spock, trans!kirk&intersex!spock",English,2024-03-20,Completed,2024-03-20,"1,394",1/1,8,14,null,67,"['Handlemewithcare', 'HelianthusAster', 'Catsanddoggo', 'thegeminisage', 'dsjinspring', 'sodapop_sam', 'sugermapel', 'vanilla_extract', 'Android_And_Ale', 'stanzas', 'Moreta1848', 'starrylol', 'Jayfur365', 'renaissance_cats']",[],
54586591,For I have not found the light yet,['immolatus_agnus'],General Audiences,Gen,Original Work,,,"Metaphors, Chess Metaphors, Animal Metaphors, Sacrificial Lamb, dramatic character, Chronic Overthinker, Mother Complex, Father Complex, Ghost metaphor, Implied/Referenced Character Death, Religious Imagery & Symbolism, Sibling Rivalry, Dramatic aah Character, Gender Neutral, if my parents see this i am done, I'm Bad At Tagging, I'm Sorry, i will cry if this is bad, how do commas work??, yeah - Freeform, trust me its not bad just give it a read, Latin phrases, Humans Are Weird, Existentialism",English,2024-03-19,Updated,2024-03-19,"2,145",1/?,null,1,null,13,[],[],
54561259,Una pieza,['Brhiohialue3'],General Audiences,F/M,Dong Jing deizuni-shi- vuiranzu*haroui-n*pa-tei- | Tokyo DisneySea Villains' Halloween Party,"Mr. Dalmatia/Pretty Scar (Disney: Tokyo DisneySea Villains' Halloween Party), Mr. Dalmatia & Pretty Scar (Disney: Tokyo DisneySea Villains' Halloween Party)","Mr. Dalmatia (Disney: Tokyo DisneySea Villains' Halloween Party), Malfie (Disney: Tokyo DisneySea Villains' Halloween Party), Pretty Scar (Disney: Tokyo DisneySea Villains' Halloween Party)","Mr. Dalmatia Is a Daru (Disney: Tokyo DisneySea Villains' Halloween Party), Drabble, One Shot, Short, Short One Shot, Sweet, Short & Sweet, Chess, Chess Metaphors, Smart Pretty Scar (Disney: Tokyo DisneySea Villains' Halloween Party)",Espanol,2024-03-18,Completed,2024-03-18,734,1/1,null,null,null,15,[],[],
54541465,The Game,['BelgianReader2'],General Audiences,M/M,"Doctor Who & Related Fandoms, Doctor Who (2005)","The Doctor/The Master (Doctor Who), Tenth Doctor/The Master (Simm)","Tenth Doctor (Doctor Who), The Master (Simm)","Chess, Life in the TARDIS, Alternate Universe - Canon Divergence, Fanart, Fluff",English,2024-03-17,Completed,2024-03-17,0,1/1,6,32,1,240,"['merirosvoo', 'Ghost_Toast', 'Cal_CRG', 'OrinokoMcGee', 'Vandr', 'THEULTIMATEloser1', 'Ziracrowshipper', 'Wxnder22', 'WellShit9375', 'OnceAndFutureMarauder', 'nethnad', 'that_tired_artist', 'Elivere', 'Roxanne_Police', 'spirknshit', 'vanimia', 'The_Mxster', 'Korajedusor', 'Jojo2772', 'Magic_Mushroom', 'Ourea', 'AmeliaDogwood', 'CalicoArctique']",[],
54462508,[(Mao Ke )] Deng Dai Kai Yi Sha,['moonriseatnoon'],General Audiences,M/M,League of Legends RPF,"Jeong ""Chovy"" Ji-hoon/Lee ""Faker"" Sang-hyeok","Jeong ""Chovy"" Ji-hoon, Lee ""Faker"" Sang-hyeok, Son ""Lehends"" Si-woo","Emotional Hurt/Comfort, Enemies to Friends, Developing Friendships, Healing, Pining, Training Camp, Chess, Competition, a tale of two cats",Zhong Wen -Pu Tong Hua  Guo Yu,2024-03-14,Completed,2024-03-14,"19,418",1/1,2,18,2,337,"['ivyhaan', 'EvilBatttLilith', 'ty23333', 'anonymous61', 'Add_zero913003', 'annhientieudao10', 'Rosewood_sat', 'Amiemi', 'victoriaperle']",[],
54440770,"This Here is Love, When We're Talking Face to Face",['Whizzer_goin_down'],General Audiences,Gen,Falsettos - Lapine/Finn,"Whizzer Brown/Marvin, Jason & Marvin (Falsettos), Jason & Whizzer Brown","Whizzer Brown, Marvin (Falsettos), Marvin's Parents (Falsettos), Jason (Falsettos), Mendel Weisenbachfield (mentioned), Trina (Falsettos) (mentioned)","Fluff, holiday fic, Hanukkah, Hanukkah Fluff, Trina and Mendel are mentioned like once sorry, I just want Marvin to have a tight knit family, is that too much to ask, My First Fanfic, My First AO3 Post, Not Beta Read, I Wrote This Instead of Sleeping, I wrote this while listening to the Falsettos OBC soundtrack, Chess, (I can't play chess btw), How Do I Tag",English,2024-03-13,Completed,2024-03-13,985,1/1,1,23,1,123,"['ash_castor', 'melodycat9395', 'PersonViiThing', 'Lesbian_Mushr00m_Girl', 'Chez_Byers', 'b0nefather', 'drink1ng_shampain3', 'FangirlMess', 'CurlyBoiCyrus', 'yeahboydollface']",[],
48661981,Falling Up / Down / In Love,['NervouslyWaitingForLife'],General Audiences,M/M,Twisted-Wonderland (Video Game),Leona Kingscholar/Silver,"Leona Kingscholar, Silver (Twisted-Wonderland), Ruggie Bucchi, Malleus Draconia, Lilia Vanrouge","Pre-Relationship, Crushes, Feelings Realization, Literal Sleeping Together, Sebek being thrown under the bus multiple times, Not Beta Read, I only got to read this once before I posted this, They take a nice nap together :), Mutual Pining, Chess Metaphors, Also just Chess",English,2023-07-17,Completed,2024-03-08,"27,286",3/3,21,81,10,"1,542","['CenizaSomnolienta', 'Rest_In_Peace_4th_Wall', 'Thecroftersbear', 'Altus_River_Leith', 'Stargazerr_Atlas', 'Kyuliing', 'SereneWhisperingWillows', 'Cloud__Chaser', 'lovesvi', 'PlasticBagInAPlasticTrashCan', 'Knight_Of_Breath', 'sunntails', 'A_454', 'CreaturePersonThing', 'Solstice51', 'Krystal_G', 'SleepyZee', 'Camer0lias', 'Hallow_Studio', 'robinbyrde', 'Jelly_Ashes', 'lovearchived', '08319', 'Yaoilover101', 'RoyalAshes', 'pinkcult', 'Sintilde_L', 'guezell', 'Sweetie_Cutie_Cake', 'AzusaCelia', 'NumberOneOnionHater', 'Vewillys', 'Lector_nim', 'kpop7729', 'Sapphire999', 'Esperanza_Selene', 'Camomille_tea03', 'mizamizar', 'KieranlvsKoko', 'charmsparks', 'Neevy', 'anataknj', 'Flora626', 'YourLocalGayVampire', 'quills_and_charcoal', '0Petalos_De_Fiction0', 'SleepyOwl55', 'Periwenkle', 'AndyPandy20', 'DA3tears']",[],
